Local time,Open,High,Low,Close,Volume
28.04.2024 23:00:00.000 GMT+0200,1.06993,1.07339,1.06903,1.07211,186255.7196
29.04.2024 23:00:00.000 GMT+0200,1.07214,1.07354,1.06651,1.06661,186614.62150000004
30.04.2024 23:00:00.000 GMT+0200,1.06666,1.07329,1.06496,1.07130,175789.8004
01.05.2024 23:00:00.000 GMT+0200,1.07140,1.07304,1.06743,1.07258,184925.5806
02.05.2024 23:00:00.000 GMT+0200,1.07258,1.08128,1.07243,1.07638,195856.38830000002
05.05.2024 23:00:00.000 GMT+0200,1.07655,1.07909,1.07554,1.07710,87943.90960000001
06.05.2024 23:00:00.000 GMT+0200,1.07711,1.07875,1.07480,1.07554,133648.40799999997
07.05.2024 23:00:00.000 GMT+0200,1.07554,1.07576,1.07352,1.07489,101811.48019999998
08.05.2024 23:00:00.000 GMT+0200,1.07491,1.07846,1.07241,1.07824,132092.66009999998
09.05.2024 23:00:00.000 GMT+0200,1.07830,1.07902,1.07605,1.07731,128071.598
12.05.2024 23:00:00.000 GMT+0200,1.07757,1.08069,1.07659,1.07903,106085.5205
13.05.2024 23:00:00.000 GMT+0200,1.07905,1.08257,1.07672,1.08202,121721.10179999999
14.05.2024 23:00:00.000 GMT+0200,1.08205,1.08862,1.08133,1.08854,155352.66159999996
15.05.2024 23:00:00.000 GMT+0200,1.08854,1.08950,1.08546,1.08669,124476.95199999999
16.05.2024 23:00:00.000 GMT+0200,1.08679,1.08786,1.08358,1.08712,102127.20000000001
19.05.2024 23:00:00.000 GMT+0200,1.08705,1.08846,1.08541,1.08571,89655.96940000002
20.05.2024 23:00:00.000 GMT+0200,1.08577,1.08749,1.08428,1.08542,116815.51079999999
21.05.2024 23:00:00.000 GMT+0200,1.08544,1.08637,1.08176,1.08230,119804.10919999998
22.05.2024 23:00:00.000 GMT+0200,1.08235,1.08611,1.08049,1.08158,152823.71970000002
23.05.2024 23:00:00.000 GMT+0200,1.08158,1.08579,1.08057,1.08476,111290.17970000002
26.05.2024 23:00:00.000 GMT+0200,1.08540,1.08675,1.08408,1.08597,72144.5389
27.05.2024 23:00:00.000 GMT+0200,1.08599,1.08891,1.08553,1.08570,133422.9802
28.05.2024 23:00:00.000 GMT+0200,1.08577,1.08613,1.08001,1.08020,158521.15930000006
29.05.2024 23:00:00.000 GMT+0200,1.08019,1.08452,1.07885,1.08322,137102.09
30.05.2024 23:00:00.000 GMT+0200,1.08331,1.08826,1.08113,1.08506,178395.60049999997
02.06.2024 23:00:00.000 GMT+0200,1.08541,1.09049,1.08280,1.09049,144880.74899999998
03.06.2024 23:00:00.000 GMT+0200,1.09050,1.09161,1.08591,1.08795,176779.19899999996
04.06.2024 23:00:00.000 GMT+0200,1.08797,1.08919,1.08546,1.08695,139302.79970000003
05.06.2024 23:00:00.000 GMT+0200,1.08695,1.09021,1.08621,1.08914,151356.29049999997
06.06.2024 23:00:00.000 GMT+0200,1.08925,1.09035,1.07998,1.08040,203528.08000000002
09.06.2024 23:00:00.000 GMT+0200,1.07784,1.07828,1.07329,1.07653,149352.1602
10.06.2024 23:00:00.000 GMT+0200,1.07653,1.07737,1.07196,1.07411,142216.151
11.06.2024 23:00:00.000 GMT+0200,1.07411,1.08525,1.07347,1.08094,262611.8281
12.06.2024 23:00:00.000 GMT+0200,1.08095,1.08167,1.07330,1.07383,188408.6208
13.06.2024 23:00:00.000 GMT+0200,1.07384,1.07451,1.06677,1.07080,230636.4571
16.06.2024 23:00:00.000 GMT+0200,1.07078,1.07379,1.06865,1.07348,225998.23799999998
17.06.2024 23:00:00.000 GMT+0200,1.07348,1.07617,1.07101,1.07402,196464.53070000003
18.06.2024 23:00:00.000 GMT+0200,1.07406,1.07535,1.07250,1.07451,106859.49040000001
19.06.2024 23:00:00.000 GMT+0200,1.07465,1.07489,1.07021,1.07027,174688.86859999996
20.06.2024 23:00:00.000 GMT+0200,1.07029,1.07207,1.06711,1.06939,179103.148
23.06.2024 23:00:00.000 GMT+0200,1.06920,1.07464,1.06839,1.07349,162361.09940000004
24.06.2024 23:00:00.000 GMT+0200,1.07349,1.07443,1.06907,1.07143,170725.4706
25.06.2024 23:00:00.000 GMT+0200,1.07143,1.07181,1.06662,1.06814,184199.2299
26.06.2024 23:00:00.000 GMT+0200,1.06815,1.07266,1.06771,1.07045,183465.80010000005
27.06.2024 23:00:00.000 GMT+0200,1.07048,1.07249,1.06855,1.07166,210547.53939999998
30.06.2024 23:00:00.000 GMT+0200,1.07439,1.07765,1.07198,1.07408,207991.9399
01.07.2024 23:00:00.000 GMT+0200,1.07412,1.07472,1.07102,1.07454,154623.1417
02.07.2024 23:00:00.000 GMT+0200,1.07454,1.08169,1.07364,1.07879,173292.71169999999
03.07.2024 23:00:00.000 GMT+0200,1.07894,1.08148,1.07838,1.08131,102733.80950000002
04.07.2024 23:00:00.000 GMT+0200,1.08148,1.08428,1.08013,1.08399,204717.40229999996
07.07.2024 23:00:00.000 GMT+0200,1.08047,1.08452,1.08035,1.08243,166840.61990000005
08.07.2024 23:00:00.000 GMT+0200,1.08250,1.08335,1.08056,1.08138,152140.65099999998
09.07.2024 23:00:00.000 GMT+0200,1.08138,1.08308,1.08110,1.08303,123469.9802
10.07.2024 23:00:00.000 GMT+0200,1.08304,1.09001,1.08284,1.08685,275612.4458
11.07.2024 23:00:00.000 GMT+0200,1.08690,1.09115,1.08620,1.09094,209917.60969999997
14.07.2024 23:00:00.000 GMT+0200,1.08889,1.09225,1.08835,1.08948,139864.8594
15.07.2024 23:00:00.000 GMT+0200,1.08953,1.09056,1.08717,1.08997,154461.92950000003
16.07.2024 23:00:00.000 GMT+0200,1.08999,1.09482,1.08953,1.09396,218053.0493
